cat,date,des,done,duration,grp,id,name,prj,tags
Operation,2023-05-12,,true,1:05,MFVN,80a8c436-4bbc-4cf6-a67f-8a7c9d62784e,Update websites,mm-descriptor,
Operation,2023-02-22,,true,15m,MFVN,bef98a01-d1d1-4599-a9ec-2cdcd884a9f7,Update UI,mf-funnel,
Operation,2023-04-26,,true,22m,MFVN,dc0833d8-1115-4282-87fc-a25ba11cb1d8,Sync call,,mf-com
Operation,2023-04-29,,true,5m,Personal,bcab06bd-1b67-495b-be29-292ce205589d,Thế giới quan: Destructuring reality,Cosmic Engine,
Operation,2022-12-12,,true,31m,MFVN,48d4204d-5c50-47be-b5d1-3d7eddcb53b8,Email refactor,marketflow,
Operation,2023-05-22,,true,1:20,Personal,b4b13d03-ea36-4737-84dd-f5bab30691ee,Management backend aws lambda,Management,mf-learning
 Slack,marketflow,,true, Skype,Operation,843e1d27-4fe8-4e46-b4ec-db56e51e4d6b,Asana,2m,MFVN
Operation,2023-01-26,,true,15m,Personal,57192b2a-e794-47e2-b501-96df74728ca2,Organizing notes,,
Operation,2023-02-11,,true,1:30,MFVN,bb1d622d-297d-4da6-a6c9-c2982ca6fc07,Refactor funnel styles,Docker,
Operation,2022-1023-07,,true,0:18,MFVN,439c9e64-110b-4011-a997-db1230e2d20d,Dade2 to AWS Migration (shadow),marketflow,mf-others
Operation,2023-02-09,,true,32m,MFVN,623f8b83-f344-4483-a67c-6a9ed8ec24ed,Refactor funnel styles,mf-funnel,
Engineering,2023-01-18,,true,0.07986111111,Personal,d94f27a0-40ec-4892-84b5-84dd5b442f1d,Vue,Vue,mf-learning
Operation,2022-12-06,,true,18m,MFVN,d04c0658-5067-4cd4-ab43-06b3521517b5,Edit features,marketflow,
Operation,2023-03-21,,true,10m,MFVN,a806aaa0-56f9-4f14-85e6-9090141d6ff3,Asana,marketflow,
Engineering,2023-01-16,,true,35m,Personal,392c1c58-0508-4526-8e6a-ee2476cf4698,Render strategy,mf-ids-vertical,mf-learning
Aesthetics,2022-12-28,,true,30m,Personal,da2b65ce-3cb7-4421-bf2d-f6e2272df0ad,Writing - arise project,Vue,
Operation,2023-03-01,,true,8m,MFVN,b9238ab0-c1af-4fff-a3ec-f8c87098a875,Update funnel,mf-funnel,
28m,MFVN,,true, manage funnels,mf-funnel,f4a2bacf-ae61-4e40-988b-a996d3ab9eb8,Deploy,Operation,2023-02-15
Operation,2023-03-30,,true,30m,MFVN,3d440c5e-ce20-4c10-804b-b228250f7bf0,Sync call,marketflow,mf-com
Operation,2023-02-27,,true,7m,Personal,70299339-6b0a-4198-a821-9f92756d0738,Management,Management,
Operation,2023-04-24,,true,37m,MFVN,ade97c0e-b011-4017-9ae1-447edf6e3c4e,Upload backup,marketflow,
Cosmic Engine,2022-1023-15,,true,30m,Personal,64b12151-812c-4c86-99b5-54f08ab83cde,Writing,TCGS,
Business,2023-03-02,,true,6m,Personal,9bfe9ba5-be45-48aa-a60c-62e58affff90,Business,Business,
Operation,2023-04-15,,true,20m,Personal,3ae5aa8c-27de-41c2-95cc-04b4501d385d,Books,,
Operation,2023-03-23,,true,1:47,MFVN,a33eaa8f-d662-49a6-9877-1c7a339402aa,Risk Gateway,mf-risk-gateway,
Navigation,2023-04-02,,true,8m,Personal,c37234f7-733a-4695-b39e-2d9d5055e511,German,German,
Operation,2022-12-11,,true,35m,MFVN,f1ca4129-f497-409b-b2fa-bf2cf34c2de9,Fix form My account ID Screen,Javascript,
Operation,2022-12-03,,true,34m,MFVN,4719c1d2-93c1-421e-8d66-4ccd1c6c86eb,Refactor CSS,marketflow,
Navigation,2023-04-12,,true,45m,Personal,4eefce0b-7d1a-43fd-aa86-566eea49bea9,VieNova,Navigation,
Operation,2022-1023-26,,true,30m,Personal,5f11bcce-4ded-4e09-9589-aad9a2a81d37,First page website,mf-websites,mf-learning
Aesthetics,2022-12-24,,true,20m,Personal,86172ddf-a187-42bc-9464-dca608f9a9c5,The dessin art,mf-ids-vertical,
Cosmic Engine,2023-05-02,,true,10m,Personal,9187b977-7733-4ac2-8396-13e989d908e4,Seer,Info-source,
Operation,2023-04-15,,true,40m,MFVN,68837010-ede7-433e-8b23-a6473fbd984e,Vue,mf-funnel,
Aesthetics,2023-04-03,,true,3m,Personal,bbb3d46f-da14-4387-b8a2-2ecce7407e1b,Liebesfreud,Liebesfreud,
Operation,2023-03-13,,true,3m,MFVN,9f9b39e4-4e65-479a-9b09-bd78429a1ed7,Work with Kami,marketflow,
Engineering,2023-02-16,,true,3:53,Personal,cd8eec7e-c8fb-4285-a472-41968056952d,Vue,Vue,mf-learning
Operation,2023-02-21,,true,1:10,MFVN,9a20cd3e-578f-4261-8cdc-351fd1d30369,Update UI,mf-funnel,
Aesthetics,2023-04-17,,true,45m,Personal,dd442455-c2d9-40c4-bac4-f7419bd1c872,Strong work ethics 80 hours poster,Cosmic Engine,
Business,2023-01-31,,true,5m,Personal,8d9438b2-6607-436e-908d-0e5a9fd0b27e,Business,mf-funnel,
Operation,2023-03-27,,true,22m,MFVN,2cf468b8-4694-430d-8843-a7e9c2e1a3ba,Sync call,marketflow,mf-com
Operation,2023-03-01,,true,30m,MFVN,4d4dbb3c-4ffe-478a-9f68-cb3c6b314a86,Add font,mf-websites,
Operation,2022-12-07,,true,30m,MFVN,5b5c38ac-c56e-42a5-97dc-7e7a75b32418,ID Screen + Savings vertical,Navigation,
Operation,2022-12-01,,true,60m,MFVN,c24fc2b3-d70e-4947-8742-7d612058c055,Savings vertical + ID Screen,marketflow,
Operation,2022-11-17,,true,40m,MFVN,0fa15090-c215-4810-95b3-d837d44e701f,Reviewing websites,marketflow,
Aesthetics,2022-12-24,,true,8m,Personal,b0b919f0-25c5-4343-bd44-ee80c8bfd827,Improve discipline - Ha Minh,Aesthetics,
Operation,2022-12-30,,true,31m,MFVN,1fff6d09-0f59-4552-9674-eb24e9d73bd1,Configurable JWT secret & sesstion timeout,mf-risk-gateway,
Aesthetics,2022-1023-25,,true,45m,Personal,db26bb00-055e-498a-b72d-d1f2311097c8,Tracking improvement,CC++,
36m,Personal,,true, career prospect,Web dev,23c81e35-e698-4657-a0dc-58300f121aea,Angular vs react,Engineering,2023-01-08
Operation,2022-11-12,,true,1h,MFVN,7e679033-3512-4eb6-8b3e-ec74a0dedc7b,ID Screen My Subscription,marketflow,
Operation,2023-04-17,,true,1m,Personal,d10bc0e6-a924-49f8-8119-41e43ef846fa,Management,Management,
Operation,2023-02-09,,true,1:14,MFVN,fb85d7a8-eab4-462e-a42d-4e9d5274fc1d,Refactor funnel styles,mf-funnel,
Navigation,2023-02-19,,true,26m,Personal,b951c92d-b43a-410b-96eb-cce7712bc523,German,German,
Aesthetics,2023-04-03,,true,3m,Personal,95dc4e36-424b-4422-bbb1-fffeedeaf924,Liebesfreud,Liebesfreud,
Operation,2023-05-15,,true,39m,MFVN,4b96d2d3-aa99-48f8-b873-03e6df865c6a,Sync call,marketflow,mf-com
Navigation,2023-02-06,,true,23m,Personal,e1682a7d-4e41-418a-8ecd-6e065b2b54d7,German,marketflow,
Engineering,2023-04-13,,true,0.2555555556,Personal,f697ce3e-3194-4d32-bf88-55fe5021ac62,Management app,Management,mf-learning
Engineering,2023-05-04,,true,0.07083333333,Personal,4e4cff26-2227-4e8d-97c4-001d1e3fc9cd,Management app,Management,mf-learning
Operation,2023-05-25,,true,1:20,MFVN,620b9b5e-9aa9-4bed-ab44-6985d712faea,Update UI funnel,mf-funnel,
Engineering,2023-05-11,,true,1:10,Personal,7685ec83-6468-44fc-8537-042fd61424d2,AI Stuff,AI,
Operation,2023-02-13,,true,53m,MFVN,bc0fcbf2-1333-41c2-a1e0-99e5460bc653,Sync call,marketflow,mf-com
Operation,2022-12-01,,true,47m,MFVN,f683708d-b33d-4357-bcfc-c8455101d181,Savings vertical + ID Screen,marketflow,
Operation,2022-11-24,,true,20m,MFVN,ef990aa5-8738-4377-9f6e-f0c50f7069cb,ID Screen + Savings vertical,Angular,
Business,2023-01-30,,true,5m,MFVN,fe95c338-9f04-48c9-9dfe-01388e6c250a,Business,marketflow,
33m,MFVN,,true, dot818,marketflow,50070995-bc3a-4db0-8027-057616baccb4,Review plats,Operation,2023-02-27
Operation,2023-03-22,,true,20m,MFVN,6e20d5df-bdf8-455b-be04-470d8215527f,Update funnel,mf-funnel,
0.0625,Personal,,true, emails,,f0426266-8f8f-4844-b244-3d1ff72a39dd,Cleanup/organizing notes,Operation,2023-04-29
Business,2023-03-01,,true,10m,Personal,f7506dd8-c106-4e65-8333-75fa570b0eaf,Talk business with Truong,Business,
Operation,2022-1023-26,,true,40m,MFVN,55cb8737-d0bf-4b55-a797-af9206bac061,Update shortcode,marketflow,
Operation,2022-11-01,,true,4h,MFVN,f3fd13ce-e45c-4c96-a14b-239333d6c071,IDScreen page 4-5,Web dev,
Engineering,2022-11-06,,true,5m,Personal,9491557b-0b47-4e38-afc8-e9b53d9039d6,cmd alias,DevOps,mf-learning
Operation,2023-02-14,,true,10m,Personal,d764a320-21dd-49c3-9632-ea026519b26e,Management,marketflow,
Operation,2022-12-01,,true,40m,MFVN,0da7a24c-29bd-44ce-a2e5-45be5fc83532,Savings vertical + ID Screen,Investing,
Navigation,2023-04-08,,true,4m,Personal,69542c60-d864-4cbf-903a-59852058de4d,German,German,
Operation,2023-03-22,,true,7m,Personal,cf650984-505e-42ef-926c-3b7f53c26c18,Management,Management,
Operation,2023-02-06,,true,1:55,MFVN,e507249f-2a20-44a7-b3f4-109d0aba9f02,Add funnel title and favicon variables,German,
Aesthetics,2023-03-13,,true,1m,Personal,a9f906c7-8dbd-4cca-bd6e-7c5d8b35ee8c,Aesthetics,Music,
Engineering,2023-01-14,,true,24m,Personal,e96c142b-085c-4b3e-a396-07749cc4d92c,Vue,mf-funnel,mf-learning
Aesthetics,2023-03-22,,true,40m,Personal,4b661bbb-e4a0-44fb-927e-5de3f8bf88ca,Liebesfreud,Liebesfreud,
5m,Personal,,true, ++,Navigation,8e9e5773-005a-4100-a712-340b74b52845,Explore VietTech,Engineering,2023-04-13
Operation,2022-11-22,,true,20m,MFVN,4973331b-db10-41fb-b6a8-965a535cb868,Work with Kami,marketflow,
Operation,2023-05-03,,true,47m,Personal,02a642de-05ce-4dd9-8a08-07b1cc15ae33,Thế giới quan: Destructuring reality,Cosmic Engine,
Operation,2023-02-08,,true,30m,MFVN,7ded3a24-51fe-41c4-afbc-cb2a9e6b1073,Asana,marketflow,
Aesthetics,2022-12-31,,true,1:10,Personal,eb1e72f3-bb32-42b9-b997-5dfebb2238a9,Writing,Aesthetics,
Operation,2022-12-02,,true,45m,MFVN,43832472-a828-46ac-a9f4-64fcc09b1497,Savings vertical + ID Screen,marketflow,
Operation,2023-04-28,,true,22m,MFVN,1c706780-a021-4896-a34b-0c30e90cf0dc,Update UI bank pages,mf-websites,
Operation,2022-11-29,,true,17m,MFVN,95a3450e-8869-4555-bf58-258cea0ce991,Refactor validation,marketflow,
Operation,2022-12-15,,true,30m,MFVN,c05ff9ae-3d66-4225-acbe-0ee653b59901,Add www records,Vue,
Business,2023-03-07,,true,5m,Personal,7785f00b-3147-49c2-b461-da3529a5b3b7,Business,Business,
Navigation,2023-02-05,,true,10m,Personal,ec442d2b-64ef-459d-a13c-56a913c3eafb,Navigation,Management,
Operation,2023-01-03,,true,0.0625,MFVN,ed27cb85-7848-462e-83a0-eed993f64c2e,Risk Gateway backend,mf-risk-gateway,
Navigation,2023-04-30,,true,0.0625,Personal,0318b07f-2c27-4209-b9d5-cff0aea13e95,VieNova,Navigation,
Operation,2023-02-14,,true,10m,MFVN,647771b7-444e-4b92-a906-7e7a0e59a54e,Fix error ID screen,mf-ids-vertical,
Operation,2022-12-29,,true,1h,MFVN,129b3d94-52af-4fcb-9c56-78c25ceed1b7,Risk Gateway - authentication,mf-risk-gateway,
Operation,2023-01-18,,true,50m,MFVN,f6eff886-6374-4b9f-a3e6-79cb869948bd,Work with Kami,Music,
Business,2023-04-12,,true,3m,Personal,74b0e770-b1bf-4727-a148-5b8548bd27f7,Business,Business,
Aesthetics,2023-04-12,,true,5m,Personal,d95a7aaf-b94b-4a12-8e53-7453096ea8f0,Liebesfreud,Liebesfreud,
Operation,2023-01-03,,true,12m,Personal,3f599a81-8802-4738-8118-958317596e8f,Phone sync set up,Mathematics,
Operation,2022-11-29,,true,55m,MFVN,b94bca29-f972-407e-9e0a-7e111ba59be5,Refactor validation,marketflow,
Business,2022-1023-25,,true,10m,Personal,8ffbda6f-8154-46af-a650-de2ad0dd4f9a,Invest,CC++,
Operation,2023-03-14,,true,4m,Personal,a9d3b301-0367-45f4-96f4-5e0fb401bf1b,Reading emails,,
Operation,2023-04-21,,true,13m,MFVN,a1dd4ae7-0201-4964-b16c-bc3fe5221aff,Sync call,,mf-com
Engineering,2023-04-19,,true,0.1201388889,Personal,590314ee-85cc-426e-acc0-06d8580f31b3,Management app,Management,mf-learning
Operation,2023-02-28,,true,45m,MFVN,1a2ae35a-d65d-48ef-ac8f-8cb59b95d6aa,Work with Kami ,marketflow,
Operation,2023-03-19,,true,4m,Personal,4387da58-cc6f-4bec-b26d-1835a526bf0b,Management,Management,
Operation,2022-12-08,,true,10m,MFVN,f4a70b77-8478-45bb-88f2-8115bc329f68,Update favicon,marketflow,
Operation,2022-12-05,,true,22m,MFVN,89e00ee9-238f-4c53-b1fe-d5f0ffee7a2f,ID Screen + Savings Vertical,marketflow,
Operation,2022-11-25,,true,40m,MFVN,c4afc843-1c4c-47a9-b38f-bac3b8403aa8,Menu Savings Vertical,marketflow,
Aesthetics,2022-1023-19,,true,15m,Personal,dd73db49-cf96-408d-b943-559307961598,Writing,marketflow,
Engineering,2023-01-12,,true,10m,Personal,1d55277e-95f3-4523-8851-a5503dcd3397,Vue,Vue,mf-learning
Engineering,2022-1023-04,,true,30m,Personal,85131f8f-445f-497f-9b61-4d4caa586fac,Tracking: Action queue,marketflow,
Engineering,2023-05-28,,true,2m,Personal,0ba1f386-9384-4fb6-bc58-1580a1d8126e,Engineering,Engineering,mf-learning
Engineering,2023-02-05,,true,8m,Personal,9afa2700-d3fb-47d0-bf3d-ebcf2673eaa4,Docker,Docker,mf-learning
Engineering,2023-01-23,,true,50m,Personal,9e3bd128-cf17-4566-ac6d-c49795589a11,Web dev MDN,marketflow,mf-learning
Operation,2022-1023-04,,true,2:00,MFVN,69a25d3d-a456-4420-8cd2-aca3f9ae75be,Improve UI: Change card number input format (>>),marketflow,
Operation,2023-03-16,,true,22m,MFVN,ead3c371-7186-4c15-95d7-3ecff77428f7,Sync call,marketflow,mf-com
Operation,2023-02-14,,true,47m,MFVN,1a3eb801-93de-4e85-ac98-0abb78a496c1,Sync,marketflow,mf-com
Operation,2022-1023-03,,true,0:45,MFVN,57ba58c8-2820-4c41-a0eb-653efd20a106,Add String & Postman API Examples,marketflow,
Engineering,2023-01-10,,true,1h,Personal,d6543bde-f921-4f0d-b97a-95af56907463,Javascript,mf-risk-gateway,mf-learning
Operation,2023-01-31,,true,22m,MFVN,625b789b-c01b-4dca-bac8-848d5370f237,Create funnel instance,mf-funnel,
 Slack,marketflow,,true, Skype,Operation,18e5eeb6-f6ba-491e-839e-8c713f67352f,Asana,3m,MFVN
Engineering,2023-05-10,,true,2:50,Personal,246a2ba0-5c35-42f9-8d15-d1daac63f78e,Gemo,Navigation,mf-learning
Operation,2022-1023-04,,true,0:05,MFVN,8270ac98-c0e7-4b6d-a53a-c1e813ee8e88,Review work log sheet,marketflow,mf-others
Aesthetics,2023-02-02,,true,15m,Personal,e2a7ac29-b675-4d61-aeb4-8dc3e742b4b9,Love,marketflow,
Operation,2022-11-12,,true,1:30,MFVN,91e46791-450a-4a58-8436-09564242e3e6,ID Screen typography css,marketflow,
Navigation,2023-04-09,,true,4m,Personal,98c25277-6f20-462c-8e2d-9587d618fd08,German,German,
Operation,2022-1023-17,,true,25m,MFVN,3731e405-d097-4f84-a18b-ab9f3c127847,UI Improvement,Analytics,
Operation,2023-03-31,,true,19m,MFVN,0ce465d3-6546-494c-a216-419c1d4059d9,Sync call,marketflow,mf-com
Navigation,2023-03-17,,true,15m,Personal,62e36f45-d286-4db7-acf8-0f67e603a577,German,German,
Engineering,2023-01-03,,true,25m,Personal,d6f6c7bd-b3ab-4ccb-9e1a-345a389751ac,Vue,mf-ids-vertical,mf-learning
Engineering,2023-04-12,,true,30m,Personal,689e512c-39da-4510-8ee5-9072883b17fe,Management app,Management,mf-learning
Engineering,2023-04-24,,true,0.04305555556,Personal,a7e72ce2-9d9e-4ea3-bed0-4303f742836d,Gemo,Navigation,
Operation,2023-05-10,,true,15m,MFVN,36a7e0f2-8f9a-4c0c-9567-787b4221bb11,Change bucket name,mf-funnel,
Operation,2022-12-29,,true,1:15,MFVN,65ed6fbe-1d42-420d-9824-492b82ff9ad7,Risk Gateway - set up local,mf-ids-vertical,
Operation,2023-03-20,,true,42m,MFVN,049f0650-8022-40c8-bd86-a9b7ea35a91d,Checkout local not working,mf-funnel,
Operation,2022-1023-16,,true,1:30,Freelance,5abc54b0-3ae2-4e09-a310-10cf476a25c2,Admin tasks,Admin tasks,
Engineering,2023-03-05,,true,3:05,Personal,3329f4a8-9a85-49fe-919a-cc7a6987d1fe,Nuxt,Nuxt,mf-learning
Engineering,2023-02-15,,true,1:35,Personal,10b44827-2726-432c-8108-04a9fa9c7546,Computer science,Programming,mf-learning
Operation,2022-1023-17,,true,15m,MFVN,c722b66a-2127-49ca-b526-a659c7a20bd2,Combine checkboxes,marketflow,
Operation,2023-02-21,,true,50m,MFVN,3e7b7659-ae7c-43a3-bf5f-20467ebc1755,Sync call,marketflow,mf-com
Engineering,2023-04-13,,true,16m,Personal,8b648e0d-b2b0-4489-81cf-70c6902b25b6,Programming,Programming,mf-learning
Operation,2023-04-03,,true,21m,MFVN,5b470015-f712-467b-a1d1-6771d883842f,Sync call,,mf-com
Operation,2023-01-31,,true,15m,MFVN,067280e9-1f57-41e4-a026-f8dde302953c,Fix funnel,marketflow,
Operation,2023-01-17,,true,10m,MFVN,a67a30a5-4596-4684-aa75-e92ccf322f8a,Add record routing to dev environment,Web dev,
Navigation,2023-03-27,,true,3m,Personal,20918626-df98-41d6-a326-7f2b9aba2948,German,German,
Operation,2022-1023-20,,true,30m,MFVN,0ee2d2f9-6ff6-46bd-aea3-bd644046baea,Review refactor,marketflow,
Engineering,2023-02-17,,true,1:20,Personal,f16cc619-c9ef-47b8-bcec-e4a2b6832c22,Computer science,Programming,mf-learning
Navigation,2023-05-10,,true,8m,Personal,e114bfaa-9408-41de-8258-9d9ba0d1ab9c,German,German,
Operation,2022-12-27,,true,2h,MFVN,67827aa3-f1d3-4d77-afe1-a7d08f6a78bf,ID Screen vertical,mf-ids-vertical,
Aesthetics,2022-12-21,,true,30m,Personal,86bbe4a6-35ca-4e5d-b5fd-b469d7797a48,The dessin art,Aesthetics,
Operation,2022-12-30,,true,27m,MFVN,1290c320-e1ba-44c7-a30b-163a283f2801,Wrong credential error handling,mf-risk-gateway,
Operation,2023-02-17,,true,35m,MFVN,82ba16aa-8e14-4269-9e49-1da229e1bfb5,Sync call,marketflow,mf-com
Operation,2023-02-23,,true,20m,MFVN,9e6c5091-812b-4bba-805a-ebea7d1e31eb,API documentation,marketflow,
Operation,2023-03-29,,true,3m,Personal,6ac0157c-ce4d-493f-bc5d-2569949c2ed8,Management,Management,
Operation,2023-04-13,,true,10m,Personal,9d6315d5-799d-4b02-9827-205db6c25bc0,Create ChatGPT account,Cosmic Engine,
Aesthetics,2023-01-07,,true,30m,Personal,307d8c0f-2aa0-4dc0-8dec-ff54d43dfe25,Yo Yo Ma Interview,Music,
Operation,2023-02-14,,true,20m,Personal,7edcd224-29d5-42cd-a59c-db7f7c5c4175,Sign up premium brilliant duolingo,mf-funnel,
Aesthetics,2022-12-15,,true,30m,Personal,d204ed73-93e7-4cd1-a728-17d6264566ea,Violin,LoV,
Operation,2023-03-15,,true,3m,Personal,17043402-165a-4806-ac59-1ec27f8ecd84,Reading emails,,
Navigation,2023-04-26,,true,3m,Personal,b81f188e-6a71-470d-bd89-9ed78cf925b9,German,German,
Navigation,2023-05-14,,true,10m,Personal,543f6cb6-5efa-420e-ba06-73d2e6839f51,VieNova,Navigation,
Engineering,2022-12-02,,true,20m,Personal,d52471e7-bb8b-4948-b316-ff03d33cc5ac,CS50 Course,marketflow,mf-learning
Operation,2022-12-12,,true,23m,MFVN,304170a2-f069-4487-8e6d-8e261e4cdf70,Email refactor,marketflow,
Operation,2022-12-15,,true,6m,MFVN,a014c759-2bff-4069-ae9b-906a125a94b8,Descriptor,marketflow,
Navigation,2023-05-15,,true,5m,Personal,114c311a-e1fc-4e41-a4e2-7d69385d5ff3,German,German,
Operation,2023-04-06,,true,1h,MFVN,a1bd465c-a2d6-49ce-aad3-c2bea1ee9f25,Refactor bank page,mf-websites,
Operation,2023-02-10,,true,38m,MFVN,7a1f0368-070f-407c-976d-88cdbc9885c8,Refactor funnel styles,marketflow,
Cosmic Engine,2023-05-01,,true,15m,Personal,812dfda4-67af-4849-a366-8b07dbd81b42,Logics,Logics,
Operation,2023-01-07,,true,55m,Personal,91a4133f-20ac-4acd-a691-72a7f44f7461,Thi blx,marketflow,
Operation,2023-04-15,,true,2m,Personal,0aceb9eb-a99a-417a-acfa-c4c84f709bd6,Management,Management,
Operation,2023-01-25,,true,1:05,Personal,e47575e0-5593-41d5-bed8-63655c61c5d0,Organizing notes,Values,
Aesthetics,2023-04-04,,true,10m,Personal,ab9d4751-7f01-46c1-a646-18722cdce31f,Liebesfreud,Liebesfreud,
Aesthetics,2023-05-25,,true,12m,Personal,4773c6db-9f1a-4310-9e5d-000487359ecc,Liebesfreud,Liebesfreud,
Engineering,2023-04-25,,true,0.1284722222,Personal,38eaaeb3-00fe-4dbe-8bf2-76bae1e35130,Gemo,Navigation,
Cosmic Engine,2023-04-21,,true,20m,Personal,0239788e-9859-4c99-a4f4-069d966d7b58,Writing,Navigation,
Operation,2023-04-11,,true,39m,MFVN,13273ac7-d141-478d-a37e-31f48d7b51c7,Sync call,,mf-com
Operation,2023-05-19,,true,8m,MFVN,838b8ed2-8c1e-4d7d-b6df-8b5f8b2ea700,Update UI websites,mf-member-mgmt,
Operation,2023-02-16,,true,23m,MFVN,3596847f-401b-4a48-bde7-98efe4d9c6f2,Sync call,marketflow,mf-com
Engineering,2022-1023-21,,true,1h,Personal,86fb52cd-ed1f-4f53-8343-894c6b3fa834,Fix the logo blunder,TCGS,
Aesthetics,2023-04-21,,true,30m,Personal,c033181c-8023-4404-9222-38a63936a7f4,Liebesfreud,Liebesfreud,
Operation,2023-03-25,,true,10m,MFVN,6e54b191-ac51-420f-a0d9-779cb33d273f,Update UI bank pages,mf-websites,
Operation,2023-03-24,,true,7m,Personal,6865d28e-1c94-44e4-a553-6e297e87ea0d,Management,Management,
Aesthetics,2023-01-19,,true,35m,Personal,dc1ed776-bae1-4ce8-80ca-4115db4d83d3,Music theory,mf-funnel,
Operation,2023-01-18,,true,0.09722222222,MFVN,5ca0825f-93e5-4e26-80b1-529b2fb3c566,Greeting Modal,LoV,
Operation,2022-12-12,,true,45m,MFVN,5b107645-1089-425b-bab8-1907f4735bbf,Fix validation,marketflow,
Operation,2023-02-10,,true,15m,MFVN,c6bfd4e2-2a91-4ec7-8a50-627f2eff3558,Onboard Hải,marketflow,
Operation,2023-04-05,,true,35m,MFVN,198e9e6d-be1c-42ea-8e77-fb34bddc06ab,Create preset v11,mf-funnel,
Operation,2023-02-14,,true,12m,MFVN,1839140e-c474-4e68-89a7-46a3325aea35,Fix vs code,Navigation,
Operation,2023-01-04,,true,50m,MFVN,92692c01-2917-41ff-8163-c673b63cfc20,Risk Gateway - Migrate config to aws,mf-risk-gateway,
Operation,2023-01-06,,true,15m,MFVN,fe5d68f7-10a6-44b1-8bd4-63d51c95e614,Fix ID Screen redirect,Programming,
Engineering,2022-1023-04,,true,2:30,Personal,9ec9d5cc-b9b4-4a1e-83a0-1dace20629b7,Vue State Management (>>),Vue,mf-learning
Operation,2022-1023-04,,true,0:05,MFVN,09df4616-e529-45f3-b559-6b49c53563f7,Improve UI: Add currency,Managment,
Operation,2022-11-24,,true,47m,MFVN,8e51ebfc-b0cf-4680-bc75-26a00d627037,ID Screen + Savings vertical,marketflow,
Operation,2023-01-26,,true,0.0625,Personal,7207efa4-6212-4390-bd16-30cd44295b61,Organizing notes,,
Operation,2022-1023-06,,true,0:30,MFVN,4e54a059-554e-4ede-8a6e-f8f1674db91f,Refactor card number format,marketflow,
Operation,2023-03-05,,true,56m,Personal,fcce65a5-044f-46fd-834f-9f91e8cbc20b,Management app,Management,mf-learning
Engineering,2023-05-10,,true,55m,Personal,da499be6-cd5d-488c-bf55-e8c3237c4f4c,AI Stuff,AI,
Aesthetics,2023-03-19,,true,7m,Personal,6578ea45-0793-44d7-acf3-f7502a2d452b,Liebesfreud,Liebesfreud,
Operation,2023-01-11,,true,18m,MFVN,ac37c928-a5e1-4d7d-98b0-646d9587b4ef,Funnel dev,mf-member-mgmt,
Engineering,2023-04-09,,true,0.04861111111,Personal,c52faf28-3982-4301-adb7-ac4bd0d1662c,Management app,Management,mf-learning
Operation,2023-04-20,,true,14m,MFVN,37c2827d-3070-4b2b-a1aa-0acb63e446d3,Sync call,,mf-com
Aesthetics,2023-05-28,,true,3m,Personal,954531e9-63b8-4f4d-8a04-7c270342e837,Liebesfreud,Liebesfreud,
Operation,2023-01-30,,true,35m,MFVN,26d40637-d87b-4376-9372-b874d67ae921,Card validation,Javascript,
Engineering,2023-04-12,,true,0.1173611111,Personal,cab6f989-dc4a-49d6-b2cc-a9ada72c2408,CS50,CC++,mf-learning
Operation,2023-01-19,,true,20m,MFVN,7b43f761-e24e-4c3b-8aa3-a8a203c1865b,Hide descriptor,mf-funnel,
Operation,2023-04-12,,true,0.05902777778,MFVN,fa99124c-5d7f-4b05-8206-2d1f8f335edd,Update UI bank pages,mf-websites,
Navigation,2023-02-19,,true,5m,,6c2e88d9-53cb-4d0e-bf5e-b546d04a2d58,German,German,
Operation,2023-01-31,,true,14m,MFVN,c7074122-c08d-45e3-9050-5f1c243e7f84,Sync call,mf-funnel,
Operation,2023-03-24,,true,50m,MFVN,40baa92c-0ec1-46d1-a284-ea5f5e1aa9a7,Sync call,marketflow,mf-com
Engineering,2023-04-04,,true,0.05833333333,Personal,52a5d679-5bd8-464c-9220-5196ff53b702,Management app,Management,mf-learning
Operation,2022-12-19,,true,30m,MFVN,85a14532-94de-496c-8067-932bcd525ff7,ID Screen,marketflow,
Operation,2023-05-10,,true,19m,MFVN,c3828550-b786-401c-8fbd-f924f58f5461,Sync call,marketflow,mf-com
Engineering,2022-1023-04,,true,1:30,Personal,3dc78739-b9cd-4e88-84f9-e66e1a0829ae,Vue practice,marketflow,mf-learning
Engineering,2022-12-13,,true,25m,Personal,7e4a95a2-0690-4c6d-87d9-d50ef273ac3e,Vue,Vue,mf-learning
Engineering,2023-05-02,,true,4m,Personal,646b1022-5b73-4ce7-abf1-083128565288,CSS,Programming,mf-learning
Engineering,2023-01-23,,true,55m,Personal,5d40aea7-05e4-4b9f-9fba-7eb530ba3303,Web dev MDN,marketflow,mf-learning
Engineering,2023-02-04,,true,30m,Personal,3f4a8d16-38fc-48c9-8297-94158ba9427f,Programming,Management,mf-learning
Business,2023-02-02,,true,10m,Personal,721c0c64-d2c4-4b60-aa1a-416519548cfb,Vase,Docker,
Navigation,2023-05-01,,true,15m,Personal,4a8f1c26-61bc-4a92-8f61-5f51d4aa605a,Navigation,Navigation,
Operation,2022-1023-08,,true,0:15,MFVN,b3687fb8-880b-4fd0-be89-8913a6694edb,Update time format after SPA,Git,
